,index,Tanggal,Musim,Tahun,Bulan,Hari,Jam,Kategori_Jam,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
16870,17034,2012-12-10,Musim Semi,2012,Desember,Minggu,17,Sore,Tidak,Ya,Kabut/Berawan,19.68,23.485,Nyaman,82.0,Sangat Lembap,19.0012,Sepoi Sepoi,38,578,616
16871,17035,2012-12-10,Musim Semi,2012,Desember,Minggu,18,Sore,Tidak,Ya,Kabut/Berawan,18.86,22.725,Nyaman,88.0,Ekstrem Lembap,19.0012,Sepoi Sepoi,20,544,564
16872,17036,2012-12-10,Musim Semi,2012,Desember,Minggu,19,Malam,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,19.0012,Sepoi Sepoi,18,409,427
16873,17037,2012-12-10,Musim Semi,2012,Desember,Minggu,20,Malam,Tidak,Ya,Cerah/Berawan,18.86,22.725,Nyaman,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,13,287,300
16874,17038,2012-12-10,Musim Semi,2012,Desember,Minggu,21,Malam,Tidak,Ya,Kabut/Berawan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,21,224,245
16875,17039,2012-12-10,Musim Semi,2012,Desember,Minggu,22,Malam,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,82.0,Sangat Lembap,15.001299999999999,Sepoi Sepoi,11,115,126
16876,17040,2012-12-10,Musim Semi,2012,Desember,Minggu,23,Malam,Tidak,Ya,Cerah/Berawan,18.86,22.725,Nyaman,88.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,8,76,84
16877,17041,2012-12-11,Musim Semi,2012,Desember,Senin,0,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,18.86,22.725,Nyaman,77.0,Sangat Lembap,31.0009,Sedang,2,29,31
16878,17042,2012-12-11,Musim Semi,2012,Desember,Senin,1,Dini Hari,Tidak,Ya,Cerah/Berawan,17.22,21.21,Nyaman,71.0,Lembap,30.002599999999997,Sedang,1,7,8
16879,17043,2012-12-11,Musim Semi,2012,Desember,Senin,2,Dini Hari,Tidak,Ya,Kabut/Berawan,16.400000000000002,20.455000000000002,Nyaman,66.0,Lembap,22.0028,Sedang,0,1,1
16880,17044,2012-12-11,Musim Semi,2012,Desember,Senin,3,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,14.76,16.665,Nyaman,76.0,Sangat Lembap,19.0012,Sepoi Sepoi,0,3,3
16881,17045,2012-12-11,Musim Semi,2012,Desember,Senin,4,Dini Hari,Tidak,Ya,Kabut/Berawan,13.940000000000001,15.909999999999998,Nyaman,76.0,Sangat Lembap,19.0012,Sepoi Sepoi,0,8,8
16882,17046,2012-12-11,Musim Semi,2012,Desember,Senin,5,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,13.940000000000001,15.15,Nyaman,71.0,Lembap,22.0028,Sedang,1,40,41
16883,17047,2012-12-11,Musim Semi,2012,Desember,Senin,6,Pagi,Tidak,Ya,Kabut/Berawan,13.940000000000001,15.15,Nyaman,71.0,Lembap,19.999499999999998,Sepoi Sepoi,0,118,118
16884,17048,2012-12-11,Musim Semi,2012,Desember,Senin,7,Pagi,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.15,Nyaman,66.0,Lembap,27.999299999999998,Sedang,8,372,380
16885,17049,2012-12-11,Musim Semi,2012,Desember,Senin,8,Pagi,Tidak,Ya,Kabut/Berawan,13.940000000000001,15.15,Nyaman,61.0,Lembap,19.999499999999998,Sepoi Sepoi,16,708,724
16886,17050,2012-12-11,Musim Semi,2012,Desember,Senin,9,Pagi,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.15,Nyaman,61.0,Lembap,26.0027,Sedang,12,322,334
16887,17051,2012-12-11,Musim Semi,2012,Desember,Senin,10,Pagi,Tidak,Ya,Cerah/Berawan,14.76,16.665,Nyaman,56.99999999999999,Nyaman,22.0028,Sedang,12,142,154
16888,17052,2012-12-11,Musim Semi,2012,Desember,Senin,11,Pagi,Tidak,Ya,Kabut/Berawan,14.76,16.665,Nyaman,53.0,Nyaman,23.9994,Sedang,28,145,173
16889,17053,2012-12-11,Musim Semi,2012,Desember,Senin,12,Siang,Tidak,Ya,Kabut/Berawan,14.76,15.909999999999998,Nyaman,53.0,Nyaman,30.002599999999997,Sedang,13,213,226
16890,17054,2012-12-11,Musim Semi,2012,Desember,Senin,13,Siang,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,28,226,254
16891,17055,2012-12-11,Musim Semi,2012,Desember,Senin,14,Siang,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,19,185,204
16892,17056,2012-12-11,Musim Semi,2012,Desember,Senin,15,Siang,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,20,250,270
16893,17057,2012-12-11,Musim Semi,2012,Desember,Senin,16,Sore,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,24,334,358
16894,17058,2012-12-11,Musim Semi,2012,Desember,Senin,17,Sore,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,21,580,601
16895,17059,2012-12-11,Musim Semi,2012,Desember,Senin,18,Sore,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,23,523,546
16896,17060,2012-12-11,Musim Semi,2012,Desember,Senin,19,Malam,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,21,412,433
16897,17061,2012-12-11,Musim Semi,2012,Desember,Senin,20,Malam,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,9,248,257
16898,17062,2012-12-11,Musim Semi,2012,Desember,Senin,21,Malam,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.909999999999998,Nyaman,53.0,Nyaman,12.998000000000001,Sepoi Sepoi,14,193,207
16899,17063,2012-12-11,Musim Semi,2012,Desember,Senin,22,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,56.00000000000001,Nyaman,15.001299999999999,Sepoi Sepoi,6,100,106
16900,17064,2012-12-11,Musim Semi,2012,Desember,Senin,23,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,52.0,Nyaman,15.001299999999999,Sepoi Sepoi,4,60,64
16901,17065,2012-12-12,Musim Semi,2012,Desember,Selasa,0,Dini Hari,Tidak,Ya,Cerah/Berawan,12.299999999999999,15.15,Nyaman,52.0,Nyaman,11.0014,Sepoi Sepoi,1,33,34
16902,17066,2012-12-12,Musim Semi,2012,Desember,Selasa,1,Dini Hari,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,61.0,Lembap,15.001299999999999,Sepoi Sepoi,3,18,21
16903,17067,2012-12-12,Musim Semi,2012,Desember,Selasa,2,Dini Hari,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,56.00000000000001,Nyaman,11.0014,Sepoi Sepoi,5,4,9
16904,17068,2012-12-12,Musim Semi,2012,Desember,Selasa,3,Dini Hari,Tidak,Ya,Cerah/Berawan,10.66,13.635,Dingin,60.0,Nyaman,8.9981,Tenang,3,7,10
16905,17069,2012-12-12,Musim Semi,2012,Desember,Selasa,4,Dini Hari,Tidak,Ya,Cerah/Berawan,10.66,15.15,Nyaman,60.0,Nyaman,0.0,Tenang,0,4,4
16906,17070,2012-12-12,Musim Semi,2012,Desember,Selasa,5,Dini Hari,Tidak,Ya,Cerah/Berawan,10.66,12.879999999999999,Dingin,60.0,Nyaman,12.998000000000001,Sepoi Sepoi,0,37,37
16907,17071,2012-12-12,Musim Semi,2012,Desember,Selasa,6,Pagi,Tidak,Ya,Kabut/Berawan,10.66,12.120000000000001,Dingin,60.0,Nyaman,16.997899999999998,Sepoi Sepoi,2,126,128
16908,17072,2012-12-12,Musim Semi,2012,Desember,Selasa,7,Pagi,Tidak,Ya,Kabut/Berawan,10.66,12.879999999999999,Dingin,60.0,Nyaman,12.998000000000001,Sepoi Sepoi,3,366,369
16909,17073,2012-12-12,Musim Semi,2012,Desember,Selasa,8,Pagi,Tidak,Ya,Kabut/Berawan,10.66,12.879999999999999,Dingin,65.0,Lembap,11.0014,Sepoi Sepoi,18,670,688
16910,17074,2012-12-12,Musim Semi,2012,Desember,Selasa,9,Pagi,Tidak,Ya,Kabut/Berawan,11.48,14.395,Dingin,61.0,Lembap,8.9981,Tenang,13,272,285
16911,17075,2012-12-12,Musim Semi,2012,Desember,Selasa,10,Pagi,Tidak,Ya,Kabut/Berawan,12.299999999999999,15.15,Nyaman,56.00000000000001,Nyaman,11.0014,Sepoi Sepoi,20,116,136
16912,17076,2012-12-12,Musim Semi,2012,Desember,Selasa,11,Pagi,Tidak,Ya,Kabut/Berawan,13.120000000000001,15.15,Nyaman,49.0,Nyaman,15.001299999999999,Sepoi Sepoi,24,148,172
16913,17077,2012-12-12,Musim Semi,2012,Desember,Selasa,12,Siang,Tidak,Ya,Kabut/Berawan,13.940000000000001,18.18,Nyaman,42.0,Nyaman,0.0,Tenang,14,218,232
16914,17078,2012-12-12,Musim Semi,2012,Desember,Selasa,13,Siang,Tidak,Ya,Kabut/Berawan,13.940000000000001,18.18,Nyaman,42.0,Nyaman,0.0,Tenang,18,220,238
16915,17079,2012-12-12,Musim Semi,2012,Desember,Selasa,14,Siang,Tidak,Ya,Kabut/Berawan,13.940000000000001,18.18,Nyaman,46.0,Nyaman,0.0,Tenang,34,191,225
16916,17080,2012-12-12,Musim Semi,2012,Desember,Selasa,15,Siang,Tidak,Ya,Kabut/Berawan,13.940000000000001,17.424999999999997,Nyaman,46.0,Nyaman,7.0015,Tenang,21,207,228
16917,17081,2012-12-12,Musim Semi,2012,Desember,Selasa,16,Sore,Tidak,Ya,Kabut/Berawan,13.940000000000001,16.665,Nyaman,46.0,Nyaman,8.9981,Tenang,19,310,329
16918,17082,2012-12-12,Musim Semi,2012,Desember,Selasa,17,Sore,Tidak,Ya,Kabut/Berawan,13.120000000000001,15.15,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,21,540,561
16919,17083,2012-12-12,Musim Semi,2012,Desember,Selasa,18,Sore,Tidak,Ya,Kabut/Berawan,13.120000000000001,15.15,Nyaman,49.0,Nyaman,15.001299999999999,Sepoi Sepoi,25,515,540
16920,17084,2012-12-12,Musim Semi,2012,Desember,Selasa,19,Malam,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.395,Dingin,56.00000000000001,Nyaman,15.001299999999999,Sepoi Sepoi,18,384,402
16921,17085,2012-12-12,Musim Semi,2012,Desember,Selasa,20,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,52.0,Nyaman,19.0012,Sepoi Sepoi,25,243,268
16922,17086,2012-12-12,Musim Semi,2012,Desember,Selasa,21,Malam,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.395,Dingin,52.0,Nyaman,16.997899999999998,Sepoi Sepoi,16,186,202
16923,17087,2012-12-12,Musim Semi,2012,Desember,Selasa,22,Malam,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.395,Dingin,52.0,Nyaman,15.001299999999999,Sepoi Sepoi,4,118,122
16924,17088,2012-12-12,Musim Semi,2012,Desember,Selasa,23,Malam,Tidak,Ya,Kabut/Berawan,11.48,13.635,Dingin,56.00000000000001,Nyaman,15.001299999999999,Sepoi Sepoi,3,76,79
16925,17089,2012-12-13,Musim Semi,2012,Desember,Rabu,0,Dini Hari,Tidak,Ya,Kabut/Berawan,11.48,13.635,Dingin,52.0,Nyaman,15.001299999999999,Sepoi Sepoi,1,31,32
16926,17090,2012-12-13,Musim Semi,2012,Desember,Rabu,1,Dini Hari,Tidak,Ya,Kabut/Berawan,11.48,12.879999999999999,Dingin,52.0,Nyaman,19.0012,Sepoi Sepoi,4,19,23
16927,17091,2012-12-13,Musim Semi,2012,Desember,Rabu,2,Dini Hari,Tidak,Ya,Kabut/Berawan,10.66,12.120000000000001,Dingin,56.00000000000001,Nyaman,16.997899999999998,Sepoi Sepoi,3,5,8
16928,17092,2012-12-13,Musim Semi,2012,Desember,Rabu,3,Dini Hari,Tidak,Ya,Kabut/Berawan,10.66,12.120000000000001,Dingin,56.00000000000001,Nyaman,19.0012,Sepoi Sepoi,0,2,2
16929,17093,2012-12-13,Musim Semi,2012,Desember,Rabu,4,Dini Hari,Tidak,Ya,Kabut/Berawan,10.66,12.879999999999999,Dingin,56.00000000000001,Nyaman,12.998000000000001,Sepoi Sepoi,0,8,8
16930,17094,2012-12-13,Musim Semi,2012,Desember,Rabu,5,Dini Hari,Tidak,Ya,Kabut/Berawan,10.66,12.879999999999999,Dingin,56.00000000000001,Nyaman,11.0014,Sepoi Sepoi,2,31,33
16931,17095,2012-12-13,Musim Semi,2012,Desember,Rabu,6,Pagi,Tidak,Ya,Cerah/Berawan,10.66,12.120000000000001,Dingin,56.00000000000001,Nyaman,16.997899999999998,Sepoi Sepoi,2,112,114
16932,17096,2012-12-13,Musim Semi,2012,Desember,Rabu,7,Pagi,Tidak,Ya,Cerah/Berawan,9.84,11.365,Dingin,60.0,Nyaman,15.001299999999999,Sepoi Sepoi,5,380,385
16933,17097,2012-12-13,Musim Semi,2012,Desember,Rabu,8,Pagi,Tidak,Ya,Cerah/Berawan,9.84,11.365,Dingin,60.0,Nyaman,12.998000000000001,Sepoi Sepoi,24,655,679
16934,17098,2012-12-13,Musim Semi,2012,Desember,Rabu,9,Pagi,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,52.0,Nyaman,16.997899999999998,Sepoi Sepoi,25,300,325
16935,17099,2012-12-13,Musim Semi,2012,Desember,Rabu,10,Pagi,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,45.0,Nyaman,19.0012,Sepoi Sepoi,28,139,167
16936,17100,2012-12-13,Musim Semi,2012,Desember,Rabu,11,Pagi,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.909999999999998,Nyaman,42.0,Nyaman,16.997899999999998,Sepoi Sepoi,25,164,189
16937,17101,2012-12-13,Musim Semi,2012,Desember,Rabu,12,Siang,Tidak,Ya,Cerah/Berawan,14.76,16.665,Nyaman,40.0,Kering,16.997899999999998,Sepoi Sepoi,30,252,282
16938,17102,2012-12-13,Musim Semi,2012,Desember,Rabu,13,Siang,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,34.0,Kering,12.998000000000001,Sepoi Sepoi,41,230,271
16939,17103,2012-12-13,Musim Semi,2012,Desember,Rabu,14,Siang,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,34.0,Kering,11.0014,Sepoi Sepoi,31,211,242
16940,17104,2012-12-13,Musim Semi,2012,Desember,Rabu,15,Siang,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,34.0,Kering,8.9981,Tenang,40,240,280
16941,17105,2012-12-13,Musim Semi,2012,Desember,Rabu,16,Sore,Tidak,Ya,Cerah/Berawan,13.940000000000001,17.424999999999997,Nyaman,39.0,Kering,7.0015,Tenang,50,356,406
16942,17106,2012-12-13,Musim Semi,2012,Desember,Rabu,17,Sore,Tidak,Ya,Cerah/Berawan,13.120000000000001,16.665,Nyaman,42.0,Nyaman,7.0015,Tenang,43,507,550
16943,17107,2012-12-13,Musim Semi,2012,Desember,Rabu,18,Sore,Tidak,Ya,Cerah/Berawan,13.120000000000001,16.665,Nyaman,42.0,Nyaman,7.0015,Tenang,20,446,466
16944,17108,2012-12-13,Musim Semi,2012,Desember,Rabu,19,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,15.15,Nyaman,45.0,Nyaman,11.0014,Sepoi Sepoi,20,328,348
16945,17109,2012-12-13,Musim Semi,2012,Desember,Rabu,20,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,16.665,Nyaman,45.0,Nyaman,0.0,Tenang,6,235,241
16946,17110,2012-12-13,Musim Semi,2012,Desember,Rabu,21,Malam,Tidak,Ya,Cerah/Berawan,11.48,15.909999999999998,Nyaman,48.0,Nyaman,0.0,Tenang,13,200,213
16947,17111,2012-12-13,Musim Semi,2012,Desember,Rabu,22,Malam,Tidak,Ya,Cerah/Berawan,10.66,14.395,Dingin,60.0,Nyaman,6.0032,Tenang,7,141,148
16948,17112,2012-12-13,Musim Semi,2012,Desember,Rabu,23,Malam,Tidak,Ya,Cerah/Berawan,10.66,15.15,Nyaman,60.0,Nyaman,0.0,Tenang,5,115,120
16949,17113,2012-12-14,Musim Semi,2012,Desember,Kamis,0,Dini Hari,Tidak,Ya,Cerah/Berawan,9.02,12.879999999999999,Dingin,64.0,Lembap,6.0032,Tenang,4,43,47
16950,17114,2012-12-14,Musim Semi,2012,Desember,Kamis,1,Dini Hari,Tidak,Ya,Cerah/Berawan,9.02,12.879999999999999,Dingin,69.0,Lembap,6.0032,Tenang,0,26,26
16951,17115,2012-12-14,Musim Semi,2012,Desember,Kamis,2,Dini Hari,Tidak,Ya,Cerah/Berawan,9.02,13.635,Dingin,69.0,Lembap,0.0,Tenang,3,6,9
16952,17116,2012-12-14,Musim Semi,2012,Desember,Kamis,3,Dini Hari,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,69.0,Lembap,7.0015,Tenang,0,12,12
16953,17117,2012-12-14,Musim Semi,2012,Desember,Kamis,4,Dini Hari,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,75.0,Lembap,6.0032,Tenang,1,9,10
16954,17118,2012-12-14,Musim Semi,2012,Desember,Kamis,5,Dini Hari,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,69.0,Lembap,7.0015,Tenang,0,34,34
16955,17119,2012-12-14,Musim Semi,2012,Desember,Kamis,6,Pagi,Tidak,Ya,Cerah/Berawan,6.5600000000000005,9.09,Dingin,80.0,Sangat Lembap,7.0015,Tenang,1,112,113
16956,17120,2012-12-14,Musim Semi,2012,Desember,Kamis,7,Pagi,Tidak,Ya,Cerah/Berawan,8.200000000000001,10.605,Dingin,72.0,Lembap,7.0015,Tenang,3,305,308
16957,17121,2012-12-14,Musim Semi,2012,Desember,Kamis,8,Pagi,Tidak,Ya,Cerah/Berawan,8.200000000000001,11.365,Dingin,69.0,Lembap,6.0032,Tenang,13,623,636
16958,17122,2012-12-14,Musim Semi,2012,Desember,Kamis,9,Pagi,Tidak,Ya,Cerah/Berawan,9.84,12.120000000000001,Dingin,75.0,Lembap,8.9981,Tenang,13,330,343
16959,17123,2012-12-14,Musim Semi,2012,Desember,Kamis,10,Pagi,Tidak,Ya,Cerah/Berawan,10.66,12.879999999999999,Dingin,81.0,Sangat Lembap,12.998000000000001,Sepoi Sepoi,28,162,190
16960,17124,2012-12-14,Musim Semi,2012,Desember,Kamis,11,Pagi,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,65.0,Lembap,12.998000000000001,Sepoi Sepoi,31,180,211
16961,17125,2012-12-14,Musim Semi,2012,Desember,Kamis,12,Siang,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,50.0,Nyaman,12.998000000000001,Sepoi Sepoi,29,244,273
16962,17126,2012-12-14,Musim Semi,2012,Desember,Kamis,13,Siang,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,39,274,313
16963,17127,2012-12-14,Musim Semi,2012,Desember,Kamis,14,Siang,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,43.0,Nyaman,12.998000000000001,Sepoi Sepoi,48,251,299
16964,17128,2012-12-14,Musim Semi,2012,Desember,Kamis,15,Siang,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,47.0,Nyaman,11.0014,Sepoi Sepoi,57,252,309
16965,17129,2012-12-14,Musim Semi,2012,Desember,Kamis,16,Sore,Tidak,Ya,Cerah/Berawan,15.58,19.695,Nyaman,54.0,Nyaman,12.998000000000001,Sepoi Sepoi,45,372,417
16966,17130,2012-12-14,Musim Semi,2012,Desember,Kamis,17,Sore,Tidak,Ya,Cerah/Berawan,13.940000000000001,16.665,Nyaman,56.99999999999999,Nyaman,11.0014,Sepoi Sepoi,40,582,622
16967,17131,2012-12-14,Musim Semi,2012,Desember,Kamis,18,Sore,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,46.0,Nyaman,8.9981,Tenang,23,432,455
16968,17132,2012-12-14,Musim Semi,2012,Desember,Kamis,19,Malam,Tidak,Ya,Cerah/Berawan,13.940000000000001,17.424999999999997,Nyaman,53.0,Nyaman,6.0032,Tenang,17,302,319
16969,17133,2012-12-14,Musim Semi,2012,Desember,Kamis,20,Malam,Tidak,Ya,Cerah/Berawan,13.120000000000001,16.665,Nyaman,61.0,Lembap,8.9981,Tenang,12,209,221
16970,17134,2012-12-14,Musim Semi,2012,Desember,Kamis,21,Malam,Tidak,Ya,Cerah/Berawan,12.299999999999999,15.15,Nyaman,75.0,Lembap,11.0014,Sepoi Sepoi,7,165,172
16971,17135,2012-12-14,Musim Semi,2012,Desember,Kamis,22,Malam,Tidak,Ya,Cerah/Berawan,11.48,14.395,Dingin,75.0,Lembap,7.0015,Tenang,4,134,138
16972,17136,2012-12-14,Musim Semi,2012,Desember,Kamis,23,Malam,Tidak,Ya,Cerah/Berawan,11.48,15.15,Nyaman,75.0,Lembap,6.0032,Tenang,11,123,134
16973,17137,2012-12-15,Musim Semi,2012,Desember,Jumat,0,Dini Hari,Tidak,Tidak,Cerah/Berawan,12.299999999999999,16.665,Nyaman,70.0,Lembap,0.0,Tenang,4,90,94
16974,17138,2012-12-15,Musim Semi,2012,Desember,Jumat,1,Dini Hari,Tidak,Tidak,Kabut/Berawan,10.66,14.395,Dingin,81.0,Sangat Lembap,6.0032,Tenang,9,86,95
16975,17139,2012-12-15,Musim Semi,2012,Desember,Jumat,2,Dini Hari,Tidak,Tidak,Cerah/Berawan,10.66,15.15,Nyaman,81.0,Sangat Lembap,0.0,Tenang,6,63,69
16976,17140,2012-12-15,Musim Semi,2012,Desember,Jumat,3,Dini Hari,Tidak,Tidak,Kabut/Berawan,9.84,14.395,Dingin,81.0,Sangat Lembap,0.0,Tenang,5,18,23
16977,17141,2012-12-15,Musim Semi,2012,Desember,Jumat,4,Dini Hari,Tidak,Tidak,Kabut/Berawan,9.84,12.879999999999999,Dingin,87.0,Ekstrem Lembap,7.0015,Tenang,1,5,6
16978,17142,2012-12-15,Musim Semi,2012,Desember,Jumat,5,Dini Hari,Tidak,Tidak,Kabut/Berawan,10.66,15.15,Nyaman,75.0,Lembap,0.0,Tenang,0,3,3
16979,17143,2012-12-15,Musim Semi,2012,Desember,Jumat,6,Pagi,Tidak,Tidak,Kabut/Berawan,9.84,14.395,Dingin,75.0,Lembap,0.0,Tenang,0,11,11
16980,17144,2012-12-15,Musim Semi,2012,Desember,Jumat,7,Pagi,Tidak,Tidak,Kabut/Berawan,9.84,12.879999999999999,Dingin,75.0,Lembap,6.0032,Tenang,1,47,48
16981,17145,2012-12-15,Musim Semi,2012,Desember,Jumat,8,Pagi,Tidak,Tidak,Kabut/Berawan,10.66,14.395,Dingin,75.0,Lembap,6.0032,Tenang,8,111,119
16982,17146,2012-12-15,Musim Semi,2012,Desember,Jumat,9,Pagi,Tidak,Tidak,Cerah/Berawan,10.66,13.635,Dingin,75.0,Lembap,7.0015,Tenang,17,203,220
16983,17147,2012-12-15,Musim Semi,2012,Desember,Jumat,10,Pagi,Tidak,Tidak,Cerah/Berawan,13.120000000000001,15.909999999999998,Nyaman,61.0,Lembap,11.0014,Sepoi Sepoi,23,250,273
16984,17148,2012-12-15,Musim Semi,2012,Desember,Jumat,11,Pagi,Tidak,Tidak,Cerah/Berawan,13.940000000000001,17.424999999999997,Nyaman,61.0,Lembap,6.0032,Tenang,66,327,393
16985,17149,2012-12-15,Musim Semi,2012,Desember,Jumat,12,Siang,Tidak,Tidak,Cerah/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,6.0032,Tenang,89,364,453
16986,17150,2012-12-15,Musim Semi,2012,Desember,Jumat,13,Siang,Tidak,Tidak,Cerah/Berawan,15.58,19.695,Nyaman,54.0,Nyaman,16.997899999999998,Sepoi Sepoi,88,368,456
16987,17151,2012-12-15,Musim Semi,2012,Desember,Jumat,14,Siang,Tidak,Tidak,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,50.0,Nyaman,11.0014,Sepoi Sepoi,92,334,426
16988,17152,2012-12-15,Musim Semi,2012,Desember,Jumat,15,Siang,Tidak,Tidak,Cerah/Berawan,17.22,21.21,Nyaman,47.0,Nyaman,0.0,Tenang,95,352,447
16989,17153,2012-12-15,Musim Semi,2012,Desember,Jumat,16,Sore,Tidak,Tidak,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,50.0,Nyaman,8.9981,Tenang,85,328,413
16990,17154,2012-12-15,Musim Semi,2012,Desember,Jumat,17,Sore,Tidak,Tidak,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,35,274,309
16991,17155,2012-12-15,Musim Semi,2012,Desember,Jumat,18,Sore,Tidak,Tidak,Cerah/Berawan,15.58,19.695,Nyaman,57.99999999999999,Nyaman,11.0014,Sepoi Sepoi,40,232,272
16992,17156,2012-12-15,Musim Semi,2012,Desember,Jumat,19,Malam,Tidak,Tidak,Cerah/Berawan,14.76,17.424999999999997,Nyaman,62.0,Lembap,8.9981,Tenang,32,225,257
16993,17157,2012-12-15,Musim Semi,2012,Desember,Jumat,20,Malam,Tidak,Tidak,Kabut/Berawan,14.76,17.424999999999997,Nyaman,56.99999999999999,Nyaman,12.998000000000001,Sepoi Sepoi,23,178,201
16994,17158,2012-12-15,Musim Semi,2012,Desember,Jumat,21,Malam,Tidak,Tidak,Cerah/Berawan,14.76,17.424999999999997,Nyaman,62.0,Lembap,8.9981,Tenang,15,169,184
16995,17159,2012-12-15,Musim Semi,2012,Desember,Jumat,22,Malam,Tidak,Tidak,Cerah/Berawan,14.76,17.424999999999997,Nyaman,62.0,Lembap,12.998000000000001,Sepoi Sepoi,22,134,156
16996,17160,2012-12-15,Musim Semi,2012,Desember,Jumat,23,Malam,Tidak,Tidak,Kabut/Berawan,14.76,17.424999999999997,Nyaman,62.0,Lembap,8.9981,Tenang,11,108,119
16997,17161,2012-12-16,Musim Semi,2012,Desember,Sabtu,0,Dini Hari,Tidak,Tidak,Kabut/Berawan,14.76,18.94,Nyaman,62.0,Lembap,0.0,Tenang,8,102,110
16998,17162,2012-12-16,Musim Semi,2012,Desember,Sabtu,1,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,13.940000000000001,17.424999999999997,Nyaman,76.0,Sangat Lembap,7.0015,Tenang,14,82,96
16999,17163,2012-12-16,Musim Semi,2012,Desember,Sabtu,2,Dini Hari,Tidak,Tidak,Kabut/Berawan,13.940000000000001,17.424999999999997,Nyaman,87.0,Ekstrem Lembap,6.0032,Tenang,8,79,87
